id,x,y,z
1,-142.8797607421875,104.52410888671875,-10.386041641235352
1,-145.81539916992188,104.51014709472656,-10.610486030578613
2,-143.0771942138672,103.00726318359375,-10.318212509155273
2,-145.63616943359375,102.94756317138672,-10.52193832397461
3,-143.02174377441406,100.89093017578125,-10.309358596801758
3,-145.8549346923828,100.90064239501953,-10.41661262512207
4,-142.99468994140625,99.27993774414062,-10.082469940185547
4,-146.01304626464844,99.3465347290039,-10.340190887451172
5,-142.89376831054688,97.12708282470703,-9.97701358795166
5,-146.02853393554688,97.32987976074219,-10.27045726776123
6,-207.76695251464844,-103.6550064086914,-12.132168769836426
6,-206.20611572265625,-104.02692413330078,-12.085745811462402
7,-208.65213012695312,-104.25373840332031,-12.101457595825195
7,-205.34080505371094,-104.93380737304688,-12.009843826293945
8,-209.36471557617188,-105.03677368164062,-12.069807052612305
8,-204.4072723388672,-105.87115478515625,-11.952532768249512
9,-210.10269165039062,-105.7449722290039,-12.047605514526367
9,-203.9561767578125,-107.28043365478516,-11.964009284973145
10,-210.95297241210938,-106.25078582763672,-12.084309577941895
10,-205.45848083496094,-107.98153686523438,-11.859094619750977
11,-211.367919921875,-107.26194763183594,-12.081402778625488
11,-206.85670471191406,-109.05467987060547,-11.833536148071289
12,-210.00003051757812,-109.19155883789062,-11.957928657531738
12,-207.8173065185547,-109.7819595336914,-11.861479759216309
13,-121.02577209472656,-423.201416015625,-3.2051401138305664
13,-119.24748229980469,-423.7899169921875,-3.143010139465332
14,-122.45039367675781,-424.1274719238281,-3.153310537338257
14,-117.75178527832031,-426.05426025390625,-3.166278123855591
15,-124.62071228027344,-425.398681640625,-3.17073392868042
15,-117.89391326904297,-427.7279968261719,-3.1388020515441895
16,-125.92477416992188,-426.2947998046875,-3.201218605041504
16,-119.97571563720703,-428.8876037597656,-3.0506763458251953
17,-127.25537872314453,-427.16693115234375,-3.2769851684570312
17,-121.31944274902344,-429.7618713378906,-3.0919251441955566
18,-126.07111358642578,-429.396240234375,-3.2187466621398926
18,-122.75243377685547,-430.7840270996094,-3.1199612617492676
19,59.276432037353516,-445.8074951171875,-1.0578155517578125
19,56.57094955444336,-445.5826416015625,-1.0568056106567383
20,58.972347259521484,-447.39898681640625,-1.0156192779541016
