id,x,y,z
1,-148.67689514160156,100.31533813476562,-10.586694717407227
1,-149.00148010253906,97.5217056274414,-10.466938018798828
2,-210.36996459960938,-103.49635314941406,-12.179962158203125
2,-213.1428985595703,-105.64990234375,-12.202330589294434
3,-204.51470947265625,-110.73403930664062,-11.701929092407227
3,-201.96591186523438,-108.82868957519531,-11.76361083984375
4,-123.8713150024414,-423.03204345703125,-3.177513599395752
4,-127.97480010986328,-425.833740234375,-3.2457661628723145
5,-118.8852310180664,-430.7474060058594,-3.058805465698242
5,-116.04277038574219,-428.9104309082031,-3.0844228267669678
6,47.08055877685547,-456.892578125,-0.965378999710083
6,49.90896224975586,-461.1561584472656,-0.983180046081543
7,67.16593170166016,-424.1395568847656,-0.20761632919311523
7,62.13748550415039,-425.0787658691406,-0.4028792381286621
8,94.19371795654297,-243.2696075439453,-1.7713643312454224
8,91.23834228515625,-242.1394805908203,-1.8288729190826416
9,159.43592834472656,-159.39756774902344,-1.3956562280654907
9,161.77915954589844,-163.2650909423828,-1.316483497619629
10,229.160400390625,-126.14798736572266,-0.9184985160827637
10,230.7052459716797,-130.580078125,-0.7999547719955444
11,262.49713134765625,-115.05696105957031,-0.5565880537033081
11,261.2072448730469,-111.46456909179688,-0.7734706401824951
12,347.8094482421875,-63.97866439819336,-1.2147037982940674
12,350.1358337402344,-68.21237182617188,-1.136783480644226
13,71.25482177734375,-372.1496276855469,-3.5934672355651855
13,67.23991394042969,-363.3705139160156,-3.670658826828003
14,308.9571533203125,-343.5529479980469,1.2617456912994385
14,311.04803466796875,-345.8495178222656,1.3211642503738403
15,375.64398193359375,-284.26226806640625,0.5490176677703857
15,377.4532775878906,-286.9412536621094,0.5875401496887207
16,380.1852111816406,-281.338134765625,0.5977680683135986
16,378.4519348144531,-278.5157165527344,0.4352598190307617
17,439.5461730957031,-192.8292999267578,0.5807442665100098
17,442.4356994628906,-190.9114990234375,0.48532915115356445
18,362.8424377441406,-70.64885711669922,-0.8221958875656128
18,366.0567932128906,-68.7569808959961,-0.8877924084663391
19,351.27252197265625,-52.847694396972656,-1.6743874549865723
19,348.6719970703125,-54.64557647705078,-1.6656311750411987
20,287.65350341796875,45.035064697265625,-6.122750282287598
20,290.9409484863281,47.04808807373047,-6.208089351654053
21,278.56341552734375,58.83932113647461,-6.871569633483887
21,275.68353271484375,57.163299560546875,-6.846340179443359
22,94.34264373779297,204.4602813720703,-4.31523323059082
22,95.31700134277344,208.72149658203125,-4.544548988342285
23,83.55130767822266,206.25071716308594,-4.3496809005737305
23,82.94325256347656,202.78846740722656,-4.231269359588623
24,20.853261947631836,197.14369201660156,-4.855367183685303
24,19.07883644104004,201.6334228515625,-5.1084723472595215
25,-1.3565369844436646,183.44509887695312,-5.237180709838867
25,0.1466243863105774,180.73065185546875,-5.160558700561523
26,-129.71424865722656,100.7616958618164,-9.174771308898926
26,-131.25518798828125,105.36630249023438,-9.502592086791992
27,-219.95460510253906,-79.63534545898438,-13.339654922485352
27,-221.63063049316406,-76.32164764404297,-13.529796600341797
28,-145.16299438476562,-45.36741638183594,-11.085261344909668
28,-145.68731689453125,-50.05899429321289,-10.959430694580078
29,-138.4781951904297,-46.23649597167969,-10.822637557983398
29,-137.65957641601562,-43.13092803955078,-10.991032600402832
